KELOMPOK,KODE,KETERANGAN,ID_BAHAN,KOEFISIEN
b. Upah,SNI-A.6.13,LANTAI 1,L.008,6.667
b. Upah,SNI-A.6.13,LANTAI 1,L.010,0.333
b. Upah,SNI-A.6.14,LANTAI 1,L.008,6.667
b. Upah,SNI-A.6.14,LANTAI 1,L.010,0.033
b. Upah,SNI-B.6.1,LANTAI 1,L.008,0.4
b. Upah,SNI-B.6.1,LANTAI 1,L.010,0.04
b. Upah,SNI-B.6.2,LANTAI 1,L.010,0.052
b. Upah,SNI-B.6.2,LANTAI 1,L.008,0.526
b. Upah,SNI-B.6.3,LANTAI 1,L.010,0.073
b. Upah,SNI-B.6.3,LANTAI 1,L.008,0.735
b. Upah,SNI-B.6.4,LANTAI 1,L.010,0.062
b. Upah,SNI-B.6.4,LANTAI 1,L.008,0.625
b. Upah,SNI-B.6.10,LANTAI 1,L.008,0.5
b. Upah,SNI-B.6.10,LANTAI 1,L.010,0.05
b. Upah,SNI-B.6.7,LANTAI 1,L.008,0.05
b. Upah,SNI-B.6.7,LANTAI 1,L.010,0.005
b. Upah,SNI-B.6.8,LANTAI 1,L.008,0.516
b. Upah,SNI-B.6.8,LANTAI 1,L.010,0.05
b. Upah,SNI-B.6.9,LANTAI 1,L.008,0.192
b. Upah,SNI-B.6.9,LANTAI 1,L.010,0.019
a. Bahan,SNI-B.6.11,LANTAI 1,M.001b,1.2
b. Upah,SNI-B.6.11,LANTAI 1,L.008,0.3
b. Upah,SNI-B.6.11,LANTAI 1,L.010,0.01
a. Bahan,SNI-B.6.14,LANTAI 1,M.001o,1.2
b. Upah,SNI-B.6.14,LANTAI 1,L.008,0.15
b. Upah,SNI-B.6.14,LANTAI 1,L.010,0.015
a. Bahan,SNI-B.6.15,LANTAI 1,M.001e,1.2
b. Upah,SNI-B.6.15,LANTAI 1,L.008,0.25
b. Upah,SNI-B.6.15,LANTAI 1,L.010,0.025
a. Bahan,SNI-C.6.5,LANTAI 1,M.001f1,1.1
a. Bahan,SNI-C.6.5,LANTAI 1,M.002a,163
a. Bahan,SNI-C.6.5,LANTAI 1,M.001a,0.52
b. Upah,SNI-C.6.5,LANTAI 1,L.008,1.5
b. Upah,SNI-C.6.5,LANTAI 1,L.001,0.6
b. Upah,SNI-C.6.5,LANTAI 1,L.007,0.06
b. Upah,SNI-C.6.5,LANTAI 1,L.010,0.075
b. Upah,SNI-C.6.12,LANTAI 1,L.010,0.075
b. Upah,SNI-C.6.12,LANTAI 1,L.007,0.06
b. Upah,SNI-C.6.12,LANTAI 1,L.001,0.6
b. Upah,SNI-C.6.12,LANTAI 1,L.008,1.5
a. Bahan,SNI-C.6.12,LANTAI 1,M.001a,0.492
a. Bahan,SNI-C.6.12,LANTAI 1,M.002a,61
a. Bahan,SNI-C.6.12,LANTAI 1,M.001f1,1.1
b. Upah,SNI-C.6.6,LANTAI 1,L.010,0.075
b. Upah,SNI-C.6.6,LANTAI 1,L.007,0.06
b. Upah,SNI-C.6.6,LANTAI 1,L.001,0.6
b. Upah,SNI-C.6.6,LANTAI 1,L.008,1.5
a. Bahan,SNI-C.6.6,LANTAI 1,M.001a,0.544
a. Bahan,SNI-C.6.6,LANTAI 1,M.002a,136
a. Bahan,SNI-C.6.6,LANTAI 1,M.001f1,1.1
a. Bahan,SNI-C.6.12,LANTAI 1,M.001d,0.147
a. Bahan,SNI-C.6.14,LANTAI 1,M.001f1,1.2
a. Bahan,SNI-C.6.14,LANTAI 1,M.001b,0.3
b. Upah,SNI-C.6.14,LANTAI 1,L.008,0.78
b. Upah,SNI-C.6.14,LANTAI 1,L.001,0.39
b. Upah,SNI-C.6.14,LANTAI 1,L.007,0.039
b. Upah,SNI-C.6.14,LANTAI 1,L.010,0.039
a. Bahan,SNI-D.6.3,LANTAI 1,M.001j,140
a. Bahan,SNI-D.6.3,LANTAI 1,M.002a,32.95
a. Bahan,SNI-D.6.3,LANTAI 1,M.001a,0.091
b. Upah,SNI-D.6.3,LANTAI 1,L.008,0.65
b. Upah,SNI-D.6.3,LANTAI 1,L.001,0.2
b. Upah,SNI-D.6.3,LANTAI 1,L.007,0.02
b. Upah,SNI-D.6.3,LANTAI 1,L.010,0.03
b. Upah,SNI-D.6.10,LANTAI 1,L.010,0.015
b. Upah,SNI-D.6.10,LANTAI 1,L.007,0.01
b. Upah,SNI-D.6.10,LANTAI 1,L.001,0.1
b. Upah,SNI-D.6.10,LANTAI 1,L.008,0.32
a. Bahan,SNI-D.6.10,LANTAI 1,M.001a,0.04
a. Bahan,SNI-D.6.10,LANTAI 1,M.002a,14.37
a. Bahan,SNI-D.6.10,LANTAI 1,M.001j,70
b. Upah,SNI-D.6.12,LANTAI 1,L.010,0.015
b. Upah,SNI-D.6.12,LANTAI 1,L.007,0.01
b. Upah,SNI-D.6.12,LANTAI 1,L.001,0.1
b. Upah,SNI-D.6.12,LANTAI 1,L.008,0.32
a. Bahan,SNI-D.6.12,LANTAI 1,M.001a,0.045
a. Bahan,SNI-D.6.12,LANTAI 1,M.002a,9.68
a. Bahan,SNI-D.6.12,LANTAI 1,M.001j,70
b. Upah,SNI-D.6.15,LANTAI 1,L.010,0.015
b. Upah,SNI-D.6.15,LANTAI 1,L.007,0.01
b. Upah,SNI-D.6.15,LANTAI 1,L.001,0.1
b. Upah,SNI-D.6.15,LANTAI 1,L.008,0.32
a. Bahan,SNI-D.6.15,LANTAI 1,M.001a,0.05
a. Bahan,SNI-D.6.15,LANTAI 1,M.002a,4.5
a. Bahan,SNI-D.6.15,LANTAI 1,M.001j,70
b. Upah,SNI-D.6.5,LANTAI 1,L.010,0.03
b. Upah,SNI-D.6.5,LANTAI 1,L.007,0.02
b. Upah,SNI-D.6.5,LANTAI 1,L.001,0.2
b. Upah,SNI-D.6.5,LANTAI 1,L.008,0.65
a. Bahan,SNI-D.6.5,LANTAI 1,M.001a,0.102
a. Bahan,SNI-D.6.5,LANTAI 1,M.002a,22.2
a. Bahan,SNI-D.6.5,LANTAI 1,M.001j,140
b. Upah,SNI-D.6.7,LANTAI 1,L.010,0.03
b. Upah,SNI-D.6.7,LANTAI 1,L.007,0.02
b. Upah,SNI-D.6.7,LANTAI 1,L.001,0.2
b. Upah,SNI-D.6.7,LANTAI 1,L.008,0.65
a. Bahan,SNI-D.6.7,LANTAI 1,M.001a,0.0925
a. Bahan,SNI-D.6.7,LANTAI 1,M.002a,10.08
a. Bahan,SNI-D.6.7,LANTAI 1,M.001j,140
a. Bahan,SNI-D.6.7,LANTAI 1,M.001d,0.0275
a. Bahan,SNI-D.6.15,LANTAI 1,M.001d,0.015
a. Bahan,SNI-E.6.3,LANTAI 1,M.002a,6.48
a. Bahan,SNI-E.6.3,LANTAI 1,M.001a,0.019
b. Upah,SNI-E.6.3,LANTAI 1,L.008,0.2
b. Upah,SNI-E.6.3,LANTAI 1,L.001,0.15
b. Upah,SNI-E.6.3,LANTAI 1,L.007,0.015
b. Upah,SNI-E.6.3,LANTAI 1,L.010,0.01
b. Upah,SNI-E.6.5,LANTAI 1,L.010,0.01
b. Upah,SNI-E.6.5,LANTAI 1,L.007,0.015
b. Upah,SNI-E.6.5,LANTAI 1,L.001,0.15
b. Upah,SNI-E.6.5,LANTAI 1,L.008,0.2
a. Bahan,SNI-E.6.5,LANTAI 1,M.001a,0.022
a. Bahan,SNI-E.6.5,LANTAI 1,M.002a,4.32
b. Upah,SNI-E.6.9,LANTAI 1,L.010,0.01
b. Upah,SNI-E.6.9,LANTAI 1,L.007,0.015
b. Upah,SNI-E.6.9,LANTAI 1,L.001,0.15
b. Upah,SNI-E.6.9,LANTAI 1,L.008,0.2
a. Bahan,SNI-E.6.9,LANTAI 1,M.001a,0.014
a. Bahan,SNI-E.6.9,LANTAI 1,M.002a,1.84
a. Bahan,SNI-E.6.9,LANTAI 1,M.001d,0.006
b. Upah,SNI-E.6.14,LANTAI 1,L.010,0.0125
b. Upah,SNI-E.6.14,LANTAI 1,L.007,0.02
b. Upah,SNI-E.6.14,LANTAI 1,L.001,0.2
b. Upah,SNI-E.6.14,LANTAI 1,L.008,0.25
a. Bahan,SNI-E.6.14,LANTAI 1,M.001a,0.026
a. Bahan,SNI-E.6.14,LANTAI 1,M.002a,10.8
a. Bahan,SNI-E.6.16,LANTAI 1,M.002a,7.29
a. Bahan,SNI-E.6.16,LANTAI 1,M.001a,0.028
b. Upah,SNI-E.6.16,LANTAI 1,L.008,0.25
b. Upah,SNI-E.6.16,LANTAI 1,L.001,0.2
b. Upah,SNI-E.6.16,LANTAI 1,L.007,0.02
b. Upah,SNI-E.6.16,LANTAI 1,L.010,0.0125
b. Upah,SNI-E.6.28,LANTAI 1,L.010,0.008
b. Upah,SNI-E.6.28,LANTAI 1,L.007,0.007
b. Upah,SNI-E.6.28,LANTAI 1,L.001,0.07
b. Upah,SNI-E.6.28,LANTAI 1,L.008,0.15
a. Bahan,SNI-E.6.28,LANTAI 1,M.001a,0.023
a. Bahan,SNI-E.6.28,LANTAI 1,M.002a,5.67
a. Bahan,SNI-E.6.30,LANTAI 1,M.002a,7.07
a. Bahan,SNI-E.6.30,LANTAI 1,M.001a,0.021
b. Upah,SNI-E.6.30,LANTAI 1,L.008,0.26
b. Upah,SNI-E.6.30,LANTAI 1,L.001,0.2
b. Upah,SNI-E.6.30,LANTAI 1,L.007,0.02
b. Upah,SNI-E.6.30,LANTAI 1,L.010,0.013
a. Bahan,SNI-E.6.31,LANTAI 1,M.002a,0.5
a. Bahan,SNI-E.6.31,LANTAI 1,M.001a,0.002
b. Upah,SNI-E.6.31,LANTAI 1,L.008,0.057
b. Upah,SNI-E.6.31,LANTAI 1,L.001,0.038
b. Upah,SNI-E.6.31,LANTAI 1,L.007,0.038
b. Upah,SNI-E.6.31,LANTAI 1,L.010,0.002
a. Bahan,SNI-E.6.35,LANTAI 1,M.002a,4.32
a. Bahan,SNI-E.6.35,LANTAI 1,M.001a,0.016
b. Upah,SNI-E.6.35,LANTAI 1,L.008,0.15
b. Upah,SNI-E.6.35,LANTAI 1,L.001,0.07
b. Upah,SNI-E.6.35,LANTAI 1,L.007,0.007
b. Upah,SNI-E.6.35,LANTAI 1,L.010,0.008
a. Bahan,SNI-F.6.1,LANTAI 1,M.005f,1.1
b. Upah,SNI-F.6.1,LANTAI 1,L.008,6
b. Upah,SNI-F.6.1,LANTAI 1,L.002,20
b. Upah,SNI-F.6.1,LANTAI 1,L.007,2
b. Upah,SNI-F.6.1,LANTAI 1,L.010,0.3
b. Upah,SNI-F.6.2,LANTAI 1,L.010,0.3
b. Upah,SNI-F.6.2,LANTAI 1,L.007,2
b. Upah,SNI-F.6.2,LANTAI 1,L.002,18
b. Upah,SNI-F.6.2,LANTAI 1,L.008,6
a. Bahan,SNI-F.6.2,LANTAI 1,M.005e,1.2
b. Upah,SNI-F.6.2a,LANTAI 1,L.008,6
b. Upah,SNI-F.6.2a,LANTAI 1,L.002,18
b. Upah,SNI-F.6.2a,LANTAI 1,L.007,2
b. Upah,SNI-F.6.2a,LANTAI 1,L.010,0.3
a. Bahan,SNI-F.6.2b,LANTAI 1,M.005e,1.2
b. Upah,SNI-F.6.2b,LANTAI 1,L.008,6
b. Upah,SNI-F.6.2b,LANTAI 1,L.002,18
b. Upah,SNI-F.6.2b,LANTAI 1,L.007,2
b. Upah,SNI-F.6.2b,LANTAI 1,L.010,0.3
b. Upah,SNI-F.6.2c,LANTAI 1,L.008,6
b. Upah,SNI-F.6.2c,LANTAI 1,L.002,18
b. Upah,SNI-F.6.2c,LANTAI 1,L.007,2
b. Upah,SNI-F.6.2c,LANTAI 1,L.010,0.3
a. Bahan,SNI-F.6.2a,LANTAI 1,M.005d,1.2
a. Bahan,SNI-F.6.2b,LANTAI 1,M.005c,1.2
a. Bahan,SNI-F.6.2c,LANTAI 1,M.005f,1.1
a. Bahan,SNI-F.6.2d,LANTAI 1,M.005F1,1.2
a. Bahan,SNI-F.6.2d,LANTAI 1,M.006,0.02
b. Upah,SNI-F.6.2d,LANTAI 1,L.008,6
b. Upah,SNI-F.6.2d,LANTAI 1,L.002,18
b. Upah,SNI-F.6.2d,LANTAI 1,L.007,2
b. Upah,SNI-F.6.2d,LANTAI 1,L.010,0.3
b. Upah,SNI-F.6.2e,LANTAI 1,L.010,0.3
b. Upah,SNI-F.6.2e,LANTAI 1,L.007,2
b. Upah,SNI-F.6.2e,LANTAI 1,L.002,18
b. Upah,SNI-F.6.2e,LANTAI 1,L.008,6
a. Bahan,SNI-F.6.2e,LANTAI 1,M.006,0.02
a. Bahan,SNI-F.6.2e,LANTAI 1,M.005F3,1.2
a. Bahan,SNI-F.6.7,LANTAI 1,M.005p,0.04
a. Bahan,SNI-F.6.2f,LANTAI 1,M.006,0.02
b. Upah,SNI-F.6.2f,LANTAI 1,L.008,6
b. Upah,SNI-F.6.2f,LANTAI 1,L.002,18
b. Upah,SNI-F.6.2f,LANTAI 1,L.007,2
b. Upah,SNI-F.6.2f,LANTAI 1,L.010,0.3
a. Bahan,SNI-F.6.2f,LANTAI 1,M.005D1,1.2
b. Upah,SNI-F.6.7,LANTAI 1,L.008,1
b. Upah,SNI-F.6.7,LANTAI 1,L.002,2.5
b. Upah,SNI-F.6.7,LANTAI 1,L.007,0.25
b. Upah,SNI-F.6.7,LANTAI 1,L.010,0.05
b. Upah,SNI-F.6.8,LANTAI 1,L.010,0.05
b. Upah,SNI-F.6.8,LANTAI 1,L.007,0.25
b. Upah,SNI-F.6.8,LANTAI 1,L.002,2.5
b. Upah,SNI-F.6.8,LANTAI 1,L.008,1
b. Upah,SNI-F.6.8a,LANTAI 1,L.010,0.05
b. Upah,SNI-F.6.8a,LANTAI 1,L.007,0.25
b. Upah,SNI-F.6.8a,LANTAI 1,L.002,2.5
b. Upah,SNI-F.6.8a,LANTAI 1,L.008,1
b. Upah,SNI-F.6.8b,LANTAI 1,L.010,0.05
b. Upah,SNI-F.6.8b,LANTAI 1,L.007,0.25
b. Upah,SNI-F.6.8b,LANTAI 1,L.002,2.5
b. Upah,SNI-F.6.8b,LANTAI 1,L.008,1
a. Bahan,SNI-F.6.8,LANTAI 1,M.005o,0.04
a. Bahan,SNI-F.6.8a,LANTAI 1,M.005n,0.04
a. Bahan,SNI-F.6.8b,LANTAI 1,M.005m,0.04
a. Bahan,SNI-F.6.9,LANTAI 1,M.005p,0.035
b. Upah,SNI-F.6.9,LANTAI 1,L.008,0.8
b. Upah,SNI-F.6.9,LANTAI 1,L.002,2
b. Upah,SNI-F.6.9,LANTAI 1,L.007,0.2
b. Upah,SNI-F.6.9,LANTAI 1,L.010,0.04
b. Upah,SNI-F.6.10,LANTAI 1,L.010,0.04
b. Upah,SNI-F.6.10,LANTAI 1,L.007,0.2
b. Upah,SNI-F.6.10,LANTAI 1,L.002,2
b. Upah,SNI-F.6.10,LANTAI 1,L.008,0.8
b. Upah,SNI-F.6.10a,LANTAI 1,L.010,0.04
b. Upah,SNI-F.6.10a,LANTAI 1,L.007,0.2
b. Upah,SNI-F.6.10a,LANTAI 1,L.002,2
b. Upah,SNI-F.6.10a,LANTAI 1,L.008,0.8
b. Upah,SNI-F.6.10b,LANTAI 1,L.010,0.04
b. Upah,SNI-F.6.10b,LANTAI 1,L.007,0.2
b. Upah,SNI-F.6.10b,LANTAI 1,L.002,2
b. Upah,SNI-F.6.10b,LANTAI 1,L.008,0.8
b. Upah,SNI-F.6.12,LANTAI 1,L.010,0.3
b. Upah,SNI-F.6.12,LANTAI 1,L.007,0.3
b. Upah,SNI-F.6.12,LANTAI 1,L.002,3
b. Upah,SNI-F.6.12,LANTAI 1,L.008,1
a. Bahan,SNI-F.6.12,LANTAI 1,M.005p,0.064
a. Bahan,SNI-F.6.10,LANTAI 1,M.005o,0.035
a. Bahan,SNI-F.6.10a,LANTAI 1,M.005n,0.035
a. Bahan,SNI-F.6.10b,LANTAI 1,M.005m,0.035
b. Upah,SNI-F.6.13,LANTAI 1,L.008,1
b. Upah,SNI-F.6.13,LANTAI 1,L.002,3
b. Upah,SNI-F.6.13,LANTAI 1,L.007,0.3
b. Upah,SNI-F.6.13,LANTAI 1,L.010,0.5
b. Upah,SNI-F.6.13a,LANTAI 1,L.008,1
b. Upah,SNI-F.6.13a,LANTAI 1,L.002,3
b. Upah,SNI-F.6.13a,LANTAI 1,L.007,0.3
b. Upah,SNI-F.6.13a,LANTAI 1,L.010,0.5
b. Upah,SNI-F.6.13b,LANTAI 1,L.008,1
b. Upah,SNI-F.6.13b,LANTAI 1,L.002,3
b. Upah,SNI-F.6.13b,LANTAI 1,L.007,0.3
a. Bahan,SNI-F.6.13a,LANTAI 1,M.005n,0.064
a. Bahan,SNI-F.6.13b,LANTAI 1,M.005m,0.064
a. Bahan,SNI-F.6.16,LANTAI 1,M.005p,0.06
a. Bahan,SNI-G.6.4,LANTAI 1,M.001,0.026
a. Bahan,SNI-G.6.4,LANTAI 1,M.001g,0.044
b. Upah,SNI-G.6.4,LANTAI 1,L.008,1.15
b. Upah,SNI-G.6.4,LANTAI 1,L.001,0.02
b. Upah,SNI-G.6.4,LANTAI 1,L.007,0.002
b. Upah,SNI-G.6.4,LANTAI 1,L.010,0.006
a. Bahan,SNI-G.6.7,LANTAI 1,M.002a,352
a. Bahan,SNI-G.6.7,LANTAI 1,M.001,0.56
a. Bahan,SNI-G.6.7,LANTAI 1,M.001g,0.7
b. Upah,SNI-G.6.7,LANTAI 1,L.008,1.65
b. Upah,SNI-G.6.7,LANTAI 1,L.001,0.25
b. Upah,SNI-G.6.7,LANTAI 1,L.007,0.025
b. Upah,SNI-G.6.7,LANTAI 1,L.010,0.08
a. Bahan,SNI-G.6.13,LANTAI 1,M.002a,336
a. Bahan,SNI-G.6.13,LANTAI 1,M.001,0.54
a. Bahan,SNI-G.6.13,LANTAI 1,M.001g,0.81
b. Upah,SNI-G.6.13,LANTAI 1,L.008,2
b. Upah,SNI-G.6.13,LANTAI 1,L.001,0.35
b. Upah,SNI-G.6.13,LANTAI 1,L.007,0.035
b. Upah,SNI-G.6.13,LANTAI 1,L.010,1
a. Bahan,SNI-G.6.25,LANTAI 1,M.003,1.05
a. Bahan,SNI-G.6.25,LANTAI 1,M.003a,0.015
b. Upah,SNI-G.6.25,LANTAI 1,L.008,0.007
b. Upah,SNI-G.6.25,LANTAI 1,L.003,0.007
b. Upah,SNI-G.6.25,LANTAI 1,L.007,0.0007
b. Upah,SNI-G.6.25,LANTAI 1,L.010,0.0003
a. Bahan,SNI-G.6.25a,LANTAI 1,M.003c,1.05
a. Bahan,SNI-G.6.25a,LANTAI 1,M.003a,0.015
b. Upah,SNI-G.6.25a,LANTAI 1,L.008,0.007
b. Upah,SNI-G.6.25a,LANTAI 1,L.003,0.007
b. Upah,SNI-G.6.25a,LANTAI 1,L.007,0.0007
b. Upah,SNI-G.6.25a,LANTAI 1,L.010,0.0003
b. Upah,SNI-G.6.25b,LANTAI 1,L.010,0.0003
b. Upah,SNI-G.6.25b,LANTAI 1,L.007,0.0007
b. Upah,SNI-G.6.25b,LANTAI 1,L.003,0.007
b. Upah,SNI-G.6.25b,LANTAI 1,L.008,0.007
a. Bahan,SNI-G.6.25b,LANTAI 1,M.003a,0.015
a. Bahan,SNI-G.6.25b,LANTAI 1,M.003.1,1.05
a. Bahan,SNI-G.6.28,LANTAI 1,M.005a,0.04
a. Bahan,SNI-G.6.28,LANTAI 1,M.006,0.3
b. Upah,SNI-G.6.28,LANTAI 1,L.008,0.3
b. Upah,SNI-G.6.28,LANTAI 1,L.002,0.26
b. Upah,SNI-G.6.28,LANTAI 1,L.007,0.026
b. Upah,SNI-G.6.28,LANTAI 1,L.010,0.005
b. Upah,SNI-G.6.29,LANTAI 1,L.010,0.005
b. Upah,SNI-G.6.29,LANTAI 1,L.007,0.026
b. Upah,SNI-G.6.29,LANTAI 1,L.002,0.26
b. Upah,SNI-G.6.29,LANTAI 1,L.008,0.3
a. Bahan,SNI-G.6.29,LANTAI 1,M.006,0.3
a. Bahan,SNI-G.6.29,LANTAI 1,M.005a,0.045
a. Bahan,SNI-G.6.30,LANTAI 1,M.005a,0.04
a. Bahan,SNI-G.6.30,LANTAI 1,M.006,0.4
b. Upah,SNI-G.6.30,LANTAI 1,L.008,0.3
b. Upah,SNI-G.6.30,LANTAI 1,L.002,0.33
b. Upah,SNI-G.6.30,LANTAI 1,L.007,0.033
b. Upah,SNI-G.6.30,LANTAI 1,L.010,0.006
a. Bahan,SNI-G.6.30,LANTAI 1,M.005g,0.015
a. Bahan,SNI-G.6.30,LANTAI 1,M.009c,0.35
a. Bahan,SNI-G.6.30,LANTAI 1,M.005s,2
a. Bahan,SNI-G.6.31,LANTAI 1,M.005s,2
a. Bahan,SNI-G.6.31,LANTAI 1,M.009c,0.35
a. Bahan,SNI-G.6.31,LANTAI 1,M.005g,0.018
b. Upah,SNI-G.6.31,LANTAI 1,L.010,0.006
b. Upah,SNI-G.6.31,LANTAI 1,L.007,0.033
a. Bahan,SNI-H.6.41a,LANTAI 1,M.005m,0.019
a. Bahan,SNI-H.6.42,LANTAI 1,M.010u,1.05
b. Upah,SNI-H.6.42,LANTAI 1,L.008,0.15
b. Upah,SNI-H.6.42,LANTAI 1,L.002,0.05
b. Upah,SNI-H.6.42,LANTAI 1,L.007,0.005
b. Upah,SNI-H.6.42,LANTAI 1,L.010,0.008
a. Bahan,SNI-H.6.43,LANTAI 1,M.008d,1.1
a. Bahan,SNI-H.6.43,LANTAI 1,M.006A,0.02
a. Bahan,SNI-H.6.43,LANTAI 1,M.005l,0.0018
b. Upah,SNI-H.6.43,LANTAI 1,L.008,0.1
b. Upah,SNI-H.6.43,LANTAI 1,L.002,0.1
b. Upah,SNI-H.6.43,LANTAI 1,L.007,0.01
b. Upah,SNI-H.6.43,LANTAI 1,L.010,0.0005
b. Upah,SNI-H.6.43a,LANTAI 1,L.010,0.0005
b. Upah,SNI-H.6.43a,LANTAI 1,L.007,0.01
b. Upah,SNI-H.6.43a,LANTAI 1,L.002,0.1
b. Upah,SNI-H.6.43a,LANTAI 1,L.008,0.1
a. Bahan,SNI-H.6.43a,LANTAI 1,M.006A,0.02
a. Bahan,SNI-H.6.43a,LANTAI 1,M.008d,1.1
a. Bahan,SNI-H.6.43a,LANTAI 1,M.005m,0.0018
a. Bahan,SNI-I.6.19,LANTAI 1,M.005Q,1.1
a. Bahan,SNI-I.6.19,LANTAI 1,M.006A,0.01
b. Upah,SNI-I.6.19,LANTAI 1,L.008,0.05
b. Upah,SNI-I.6.19,LANTAI 1,L.002,0.05
b. Upah,SNI-I.6.19,LANTAI 1,L.007,0.005
b. Upah,SNI-I.6.19,LANTAI 1,L.010,0.003
b. Upah,SNI-I.6.19a,LANTAI 1,L.010,0.003
b. Upah,SNI-I.6.19a,LANTAI 1,L.007,0.005
b. Upah,SNI-I.6.19a,LANTAI 1,L.002,0.05
b. Upah,SNI-I.6.19a,LANTAI 1,L.008,0.05
a. Bahan,SNI-I.6.19a,LANTAI 1,M.006A,0.01
a. Bahan,SNI-I.6.19a,LANTAI 1,M.005R,1.1
a. Bahan,SNI-I.6.20,LANTAI 1,M.005j,0.012
a. Bahan,SNI-I.6.20,LANTAI 1,M.006,0.06
a. Bahan,SNI-I.6.20,LANTAI 1,M.006A,0.01
a. Bahan,SNI-I.6.20,LANTAI 1,M.007,1.1
b. Upah,SNI-I.6.20,LANTAI 1,L.008,0.18
b. Upah,SNI-I.6.20,LANTAI 1,L.002,0.32
b. Upah,SNI-I.6.20,LANTAI 1,L.007,0.032
b. Upah,SNI-I.6.20,LANTAI 1,L.010,0.009
b. Upah,SNI-I.6.20a,LANTAI 1,L.010,0.009
b. Upah,SNI-I.6.20a,LANTAI 1,L.007,0.032
b. Upah,SNI-I.6.20a,LANTAI 1,L.002,0.32
b. Upah,SNI-I.6.20a,LANTAI 1,L.008,0.18
a. Bahan,SNI-I.6.20a,LANTAI 1,M.007,1.1
a. Bahan,SNI-I.6.20a,LANTAI 1,M.006A,0.01
a. Bahan,SNI-I.6.20a,LANTAI 1,M.006,0.06
b. Upah,SNI-I.6.20b,LANTAI 1,L.010,0.009
b. Upah,SNI-I.6.20b,LANTAI 1,L.007,0.032
b. Upah,SNI-I.6.20b,LANTAI 1,L.002,0.32
b. Upah,SNI-I.6.20b,LANTAI 1,L.008,0.18
a. Bahan,SNI-I.6.20b,LANTAI 1,M.007,1.1
a. Bahan,SNI-I.6.20b,LANTAI 1,M.006A,0.01
a. Bahan,SNI-I.6.20b,LANTAI 1,M.006,0.06
b. Upah,SNI-I.6.20c,LANTAI 1,L.010,0.009
b. Upah,SNI-I.6.20c,LANTAI 1,L.007,0.032
b. Upah,SNI-I.6.20c,LANTAI 1,L.002,0.32
b. Upah,SNI-I.6.20c,LANTAI 1,L.008,0.18
a. Bahan,SNI-I.6.20c,LANTAI 1,M.007,1.1
a. Bahan,SNI-I.6.20c,LANTAI 1,M.006A,0.01
a. Bahan,SNI-I.6.20c,LANTAI 1,M.006,0.06
a. Bahan,SNI-I.6.20b,LANTAI 1,M.005h,0.012
a. Bahan,SNI-I.6.20c,LANTAI 1,M.005g,0.012
b. Upah,SNI-F.6.13b,LANTAI 1,L.010,0.5
a. Bahan,SNI-F.6.13,LANTAI 1,M.005o,0.064
b. Upah,SNI-F.6.16,LANTAI 1,L.008,0.5
b. Upah,SNI-F.6.16,LANTAI 1,L.002,2
b. Upah,SNI-F.6.16,LANTAI 1,L.007,0.2
b. Upah,SNI-F.6.16,LANTAI 1,L.010,0.025
a. Bahan,SNI-F.6.16,LANTAI 1,M.006a,0.15
a. Bahan,SNI-F.6.17,LANTAI 1,M.006a,0.15
b. Upah,SNI-F.6.17,LANTAI 1,L.010,0.025
b. Upah,SNI-F.6.17,LANTAI 1,L.007,0.2
b. Upah,SNI-F.6.17,LANTAI 1,L.002,2
b. Upah,SNI-F.6.17,LANTAI 1,L.008,0.5
a. Bahan,SNI-F.6.17a,LANTAI 1,M.006a,0.15
b. Upah,SNI-F.6.17a,LANTAI 1,L.010,0.025
b. Upah,SNI-F.6.17a,LANTAI 1,L.007,0.2
b. Upah,SNI-F.6.17a,LANTAI 1,L.002,2
b. Upah,SNI-F.6.17a,LANTAI 1,L.008,0.5
a. Bahan,SNI-F.6.17b,LANTAI 1,M.006a,0.15
b. Upah,SNI-F.6.17b,LANTAI 1,L.010,0.025
b. Upah,SNI-F.6.17b,LANTAI 1,L.007,0.2
b. Upah,SNI-F.6.17b,LANTAI 1,L.002,2
b. Upah,SNI-F.6.17b,LANTAI 1,L.008,0.5
a. Bahan,SNI-F.6.17,LANTAI 1,M.005o,0.06
a. Bahan,SNI-F.6.17a,LANTAI 1,M.005n,0.06
a. Bahan,SNI-F.6.17b,LANTAI 1,M.005m,0.06
a. Bahan,SNI-F.6.19,LANTAI 1,M.005p,0.0196
a. Bahan,SNI-F.6.19,LANTAI 1,M.006A,0.3
a. Bahan,SNI-F.6.19,LANTAI 1,M.012g,0.3
a. Bahan,SNI-F.6.19,LANTAI 1,M.009e,1
b. Upah,SNI-F.6.19,LANTAI 1,L.008,0.6
b. Upah,SNI-F.6.19,LANTAI 1,L.002,2
b. Upah,SNI-F.6.19,LANTAI 1,L.007,0.2
b. Upah,SNI-F.6.19,LANTAI 1,L.010,0.03
b. Upah,SNI-F.6.20,LANTAI 1,L.010,0.03
b. Upah,SNI-F.6.20,LANTAI 1,L.007,0.2
b. Upah,SNI-F.6.20,LANTAI 1,L.002,2
b. Upah,SNI-F.6.20,LANTAI 1,L.008,0.6
a. Bahan,SNI-F.6.20,LANTAI 1,M.009e,1
a. Bahan,SNI-F.6.20,LANTAI 1,M.012g,0.3
a. Bahan,SNI-F.6.20,LANTAI 1,M.006A,0.3
b. Upah,SNI-F.6.20a,LANTAI 1,L.010,0.03
